utterance,labels
Quiero poner mi alarma para las 6 AM,set_alarm
pon la alarma cada 4 minutos,set_alarm
Cuánto tiempo hay en mi alarma.,time_left_on_alarm
pon alarma,set_alarm
pon una alarma para la 1 p.m. hoy,set_alarm
Puedes poner mi alarma a 8 AM,set_alarm
Quiero una alarma para las 12 PM mañana.,set_alarm
Pon una alarma para el miércoles a la 1 am,set_alarm
Pon la alarma para las 5 a.m.,set_alarm
Muestra todas las alarmas,show_alarms
Configura la alarma cada 5 minutos por 30 minutos,set_alarm
Pon la alarma a las 6 am mañana,set_alarm
¿Cuanto tiempo hay en esta alarma?,show_alarms
Cancela mi alarma esta tarde.,cancel_alarm
Elimina todas mis alarmas,cancel_alarm
Cancela todas las alarmas diarias,cancel_alarm
cancela todas mis alarmas,cancel_alarm
Pon una alarma para las 8 esta noche,set_alarm
cancela todas las alarmas,cancel_alarm
Necesito una alarma para mañana a las 5pm,set_alarm
Alarma cada hora en una hora,set_alarm
Pon una alarma por 10 minutos,set_alarm
Pospon la alarma por 24 horas,snooze_alarm
¿A que horas puse mi alarma?,show_alarms
Cancela mis alarmas,cancel_alarm
Elimina todas las alarmas,cancel_alarm
cuanto tiempo falta hasta que suene mi alarma,time_left_on_alarm
Pon una alarma para mañana a las 7,set_alarm
Pon alarmas para el miércoles,set_alarm
Por favor cancela mi alarma mañana de las 8 am,cancel_alarm
Cancela todas mias alarmas,cancel_alarm
Configura la alarma ahora,set_alarm
Necesito configurar una alarma.,set_alarm
Cancela todas las alarmas,cancel_alarm
Pon una alarma cada minuto durante 5 minutos.,set_alarm
Quita la alarma por 20 minutos.,cancel_alarm
Cambia el alarma para las 5 a.m. en lugar de las 6 a.m.,modify_alarm
Pon la alarma para las 12:20am.,set_alarm
Pon la alarma para las 5pm de la noche,set_alarm
Apaga mi alarma de mi sisesta.,cancel_alarm
Cuando es mi proxima alarma?,show_alarms
¿Podras por favor de poner el alarma para las 4am para mañana en la mañana?,set_alarm
¿Qué son mis alarmas?,show_alarms
apaga toda las alarmas,cancel_alarm
¿Tengo mi alarma puesta?,show_alarms
Cancela las alarmas actuales,cancel_alarm
Pon una alarma para las 7 pm del viernes.,set_alarm
Pon mi alarma para 5:40 am,set_alarm
Pon la alarma para 10 horas a partir de ahora,set_alarm
Apaga la alarma,cancel_alarm
"Por favor, muestre todas las alarmas actuales.",show_alarms
Has que mi alarma suene por cada 10 minutos.,snooze_alarm
¿Cuántos minutos quedan en mi alarma?,time_left_on_alarm
Pospone la alarma,snooze_alarm
Establezca una alarma por cada hora durante el resto del día.,set_alarm
Pon una alarma de lavandería para las 4 pm de hoy,set_alarm
ponga la alarma para el sábado a las 7:15 am,set_alarm
Configurar una alarma para las 6:30 am,set_alarm
Pon una alarma cada 4 horas,set_alarm
apaga la alarma después de 10 repeticiones,cancel_alarm
Pon una alarma para las 5 am este lunes,set_alarm
Muéstrame toda las alarmas de hoy,show_alarms
Recuérdame llamar a Karrie,set_reminder
Pon una alarma 5 minutos a partir de ahora,set_alarm
Pon la alarma de la puerta,set_alarm
pon la alarma para 4 mañana por la mañana.,set_alarm
Apaga todas las alarmas,cancel_alarm
Prende una alarma para el desayuno,set_alarm
Cuantas alarmas tengo prendidas,show_alarms
Pon una alarma para en una hora,set_alarm
pon una alarma para mi cita con el doctor para mañana a las 11am,set_alarm
apaga la alarma para del sabado,cancel_alarm
pospone mi alarma,snooze_alarm
pospone mi alarma por diez minutos,snooze_alarm
cuánto tiempo queda en la alarma,time_left_on_alarm
Pon la alarma por 3 horas,set_alarm
Enseña todas alarmas,show_alarms
Pon una alarma para que se active cada 5 minutos para la siguiente flecha.,set_alarm
Cancela la alarma para mañana,cancel_alarm
Para todas alarmas para el resto del día,snooze_alarm
cancela el alarma,cancel_alarm
Pon una alarma para el gimnasio a las 6am,set_alarm
Pon las 11 PM como hora de ir a dormir,set_alarm
Agrega un tiempo para alarma de mañana,set_alarm
Borra mi alarma,cancel_alarm
posponer la alarma durante 2 minutos,snooze_alarm
Cancelar todas las alarmas el 2 de marzo,cancel_alarm
Pon un alarma para las 2:30am,set_alarm
¿Has puesto la alarma esta noche?,show_alarms
cancela med alarma,cancel_alarm
"Por favor, pon una alarma para la medianoche.",set_alarm
Restablece la alarma para mañana.,cancel_alarm
Pon la alarma para la 1 pm,set_alarm
alarma todos los días a las 6:00 pm para la cena,set_alarm
Pospone la alarma por 3 minutos.,snooze_alarm
elimina la alarma para esta noche,cancel_alarm
Apaga el recuerdo de alarma,cancel_alarm
Pon una alarma por 10 minutos,set_alarm
Configurar una alarma para las 10:00 pm,set_alarm
Cambia la alarma a las 8:30 am,modify_alarm
Pon una alarma semanal para las 8am,set_alarm
Pon un alarma para las 8am sabado y domingo,set_alarm
¿A qué hora está puesta mi alarma?,show_alarms
Cancela alarmas para 6:00am,cancel_alarm
Pon un alarma para las 10am qada dia entre semana,set_alarm
Cambia la alarma para las 8pm,modify_alarm
Prende todas las alarmas,set_alarm
Pon un alarma para las 7pm,set_alarm
Pon un alarma para que se prenda a las 7:00pm,set_alarm
Enseña todas alarmas,show_alarms
Pon una alarma para las 9pm,set_alarm
Muestra todos los recordatorios para mañana,show_reminders
Muéstrame mis recordatorios para el martes,show_reminders
Recuérdame buscar cualquier email importante hoy a las 5pm,set_reminder
Recuérdame comprar comida para el perro en la vía a casa esta noche,set_reminder
Recuérdame comprar jugo de naranja y leche de la tienda,set_reminder
pon un recordatorio para la fiesta de Rubens el sábado a las 3,set_reminder
Recuerdame chequear la temperatura del agua,set_reminder
pon un recordatorio para un día antes de la cita con el dentista,set_reminder
Que recordatorio tengo para este mes?,show_reminders
Cancela mi recordatorio para llamar a mi mamá,cancel_reminder
Recuerdame que en una semana hay una venta de bocadillos naturales,set_reminder
"Necesito hacer mi cocción antes de la 12pm, por favor recuerdame a las 11:50pm",set_reminder
Cortar mi recordatorio,cancel_reminder
Recuerdame programar una cita,set_reminder
Recuerdame que publique la carta mañana,set_reminder
Recuerdame que saque la basura el viernes,set_reminder
Recuerdame sacar la ropa de la lavadora,set_reminder
Muestra todos los recordatorios,show_reminders
Recuerdame hacer la cita para ver a mi cardiólogo,set_reminder
Cancela el recordatorio de ir por gas por favor,cancel_reminder
Cancela el recordatorio para mis estudios,cancel_reminder
Elimina mi recordatorio de la 5:00pm,cancel_reminder
Recuerdame visitar la librería el jueves a las 3pm,set_reminder
Muestra todos los recordatorios hoy,show_reminders
Tengo algún recordatorio?,show_reminders
Recuerdame llamar a mamá,set_reminder
Recuerdame llamar a mamá mañana,set_reminder
Programar un recordatorio para mañana,set_reminder
pon un recordatorio de una semana antes del cumpleaños de mi mamá para comprar un regalo,set_reminder
Puedes cancelar mi recordatorio para ir a la fiesta?,cancel_reminder
Recuerdame ir a la iglesia el domingo en la mañana a las 7:00 am,set_reminder
Recuerdame llamar al doctor para la cita,set_reminder
Borra todos los recordatorios,cancel_reminder
Recuerdame enviar correo electronicos a los maestros,set_reminder
Recuerdame de pagar mis cuentas en linea,set_reminder
Muestra todos los recordatorios por favor,show_reminders
Recuerdame comprar algo de Advil mañana,set_reminder
Recuerdame salir temprano mañana,set_reminder
Recuerdame ir por bocadillos para el sábado,set_reminder
Recuerdame que en 15 minutos es tiempo de salir,set_reminder
Recuerdame en un par de hora regar el jardín,set_reminder
Muestrame la lista de mis recordatorios,show_reminders
Recuerdame ir por pan,set_reminder
"Muestrame los recordatorios de este mes, por favor",show_reminders
Cancela mi recordatorio de visitar el mecánico,cancel_reminder
Recuerda: Recoger la comida del perro en la via a la casa,set_reminder
Cancela mi recordatorio de visitar la bodega mañana,cancel_reminder
Recuerdame llamar la florista,set_reminder
"Por favor, agrega un recordatorio para visitar a Stacy a las 5pm esta noche",set_reminder
Recuerdame ir al doctor,set_reminder
Recuerdame comprarle un presente de cumpleaños a Kate,set_reminder
Muestrame todos mis recordatorios para mañana?,show_reminders
Recuerdame que me prepare para el trabajo,set_reminder
Recuerdame que renueve mi libro de la librería,set_reminder
Recuerdame visitar la librería el martes en la tarde,set_reminder
Recuerdame ir por huevos esta noche,set_reminder
Recuerdame decirle a Joe sobre mi conversación,set_reminder
Recuerdame llamar al veterinario a las 9:30am,set_reminder
Recuerdame enviarle un correo electronico a Susanne sobre la fiesta del sábado,set_reminder
Recuerdame recoger a Alex de la abuela mañana a las 4pm,set_reminder
Recuerdame en una hora devolverle la llamada a mamá,set_reminder
Muestrame mis recordatorios cuando salga del trabajo,show_reminders
pon un recordatorio para revisar los documentos de reclutamiento a las 9:00am,set_reminder
Tengo algunos recordatorios para mañana,show_reminders
Tengo algún recordatorio establecido para el doctor mañana?,show_reminders
Establece un recordatorio de repetición,set_reminder
Cancela mi recordatorio para masturbarme hoy,cancel_reminder
Recuerdame recoger la tarjeta de cumpleaños,set_reminder
Cancela mi recordatorio para recoger bocadillos mañana,cancel_reminder
Recuerdame que llene el carro mañana en la mañana antes de irte,set_reminder
Muestrame todos mis recordatorios para mañana,show_reminders
Puedes establecer un recordatorio para el cumpleaños de Sama el domingo?,set_reminder
Recuerdame sobre la cita del cabello,set_reminder
Recuerdame pagar las facturas,set_reminder
Muestrame la lista de recordatorios que tengo,show_reminders
Elimina los recordatorios del viernes,cancel_reminder
Muestra todos los recordatorios,show_reminders
Recita mi recordatorio,show_reminders
Recuerdame establecer una cita con el doctor mañana en la tarde,set_reminder
Cancela mi recordatorio sobre limpiar el garaje,cancel_reminder
Recuerdame llamar a mi hermana el miércoles,set_reminder
Recuerdame los ejercicios mañana en la noche a las 7,set_reminder
Recuerdame mi hora de inicio,set_reminder
Hacer un recordatorio para ir por un regalo de cumpleaños para Josh,set_reminder
Recuerdame ir por tiras elásticas de Walmart,set_reminder
Tengo algún recordatorio para hoy?,show_reminders
Elimina el recordatorio,cancel_reminder
Recuerdame 5 minutos antes de mi alarma,set_reminder
Pon un recordatorio para recoger a Sean hoy a las 3:15 pm,set_reminder
pon un recordatorio para los juegos de fútbol cada viernes en la noche en octubre,set_reminder
Recuerdame en 10 minutos,set_reminder
Recuerdame comprar entradas,set_reminder
Pon un recordatorio para añadir un ingrediente,set_reminder
Recuerdame de apagar el horno en 10 minutos,set_reminder
Cual es mi recordatorio?,show_reminders
Pon un alarma para mañana,set_reminder
Cancela mis recordatorios a las 12pm,cancel_reminder
Recuerdarme ir por gas en la via a la casa,set_reminder
Recuerdame de poner una alarma a las 8,set_reminder
Recuerdame cambiar el aceite,set_reminder
Recuerdame en 5 minutos de abrir la puerta,set_reminder
pon un recordatorio para el 23 de marzo y repitalo anualmente para el cumpleaños de Chantelle,set_reminder
Muestrame los recordatorios de mañana,show_reminders
pon un recordatorio para ir a Target mañana,set_reminder
Elimina el recoradtorio de mi grupo de lectura,cancel_reminder
Cancela mi recordatorio,cancel_reminder
Recuerdame de llamar Janice a las 5pm,set_reminder
Recuerdame de darle de comer a los perros,set_reminder
Recuerdame de recoger los niños de la escuela,set_reminder
Establece un recordatorio para mi para mañana a las 4:45pm,set_reminder
Cuales son mis recordatorios de esta semana?,show_reminders
Recuerdame de depositar un cheque,set_reminder
pon un recordatorio para recoger huevos y leche en el Walmart esta noche,set_reminder
Hacer un recordatorio,set_reminder
Elimina todos mis recordatorios,cancel_reminder
Cancela mi recordatorio de hacer la lista para acampar,cancel_reminder
Cancela mis recordatorios para mañana,cancel_reminder
Recuerdame de poner una alarma esta noche,set_reminder
Cancela mis recordatorios para mañana,cancel_reminder
Recuerdame comprar leche cuando llegue a Food Lion más tarde,set_reminder
Establece un recordatorio para pagar la factura de mi telefono el viernes a las 8am,set_reminder
Recuerdame hacer una cita para el grooming,set_reminder
pon un recordatorio para todos mis eventos en el calendario con 24 horas de anticipación,set_reminder
Recuerdame llevar a mamá al doctor mañana,set_reminder
A que hora es mi recordatorio para el jurado mañana?,show_reminders
Elimina todos los recordatorios mañana,cancel_reminder
Cancela todos mis recordatorios,cancel_reminder
Elimina mi recordatorio después del recordatorio,cancel_reminder
Recuerdame que tengo una reunión de negocios mañana a las 9am,set_reminder
Cancela mi recordatorio para el gimnasio esta tarde,cancel_reminder
Recuerdame sobre la coferencia de maestros,set_reminder
¿Cuales son mis recordatorios de hoy?,show_reminders
Recuerdame de mi cita en una semana,set_reminder
Cancela el recordatorio de recoger a Anna en el aeropuerto,cancel_reminder
Recuerdame de comprar leche en la tienda mañana,set_reminder
Recuerdame recoger una tarjeta de aniversario para mi esposo tomorrow,set_reminder
Recuerdame de comprar queso en la tienda,set_reminder
Recuerdame llamar a la tienda de reparación de zapatos,set_reminder
Recuerdame comprar palomitas de maiz en la tienda,set_reminder
Cancela recordatorio para la cita al doctor,cancel_reminder
Muestrame todos mis recordatorios,show_reminders
Recuerdame de comprar leche en la tienda esta noche,set_reminder
Cuales son mis recordatorios para mañana?,show_reminders
Recuerdame de comprar yogurt en Kroger,set_reminder
Muestrame todos los recordatorios establecidos para hoy,show_reminders
Coloca un recordatorio para tomar dos galones de leche después de nadar,set_reminder
Recuerdame agarrar mis llaves,set_reminder
Crea un recordatorio el primero de Octubre del ano siguiente para pensar el disfraz de Halloween,set_reminder
Recuérdame llamar a Michelle a las 7pm,set_reminder
"Por favor, establece un recordatorio para recoger a mi mamá en el aeropuerto al mediodía",set_reminder
Recuérdame buscar la dirección en diez minutos,set_reminder
Cancela el recordatorio para la reunión de hoy,cancel_reminder
Recuerdame la cita con el doctor,set_reminder
Recuérdame de llamar a Tim mañana después del trabajo a las 6pm,set_reminder
¿Qué recordatorio tengo para el viernes?,show_reminders
Recuérdame comprar un parabrisas mañana a las 7pm,set_reminder
Cancela el recordatorio del cumpleaños de mi mamá,cancel_reminder
Coloca un recordatorio el viernes para mi almuerzo con mamá,set_reminder
Muestra mi próximo recordatorio,show_reminders
Elimina el recordatorio para el miercoles,cancel_reminder
Recuérdame mañana,set_reminder
Recuerdame comprar artículos mañana,set_reminder
Recuerdame establecer mi alamar esta noche,set_reminder
Cancela el recordatorio para ir por helado,cancel_reminder
Recuerdame pagar mi factura de cable el viernes,set_reminder
Recuérdame de recogerlo en la tintorería,set_reminder
Cancela mi recordatorio para el doctor,cancel_reminder
Recuérdame verificar a qué hora Macy necesita estar en el ensayo hoy,set_reminder
Recuerdame llamar a mamá esta noche a las 5,set_reminder
Recuérdame de programar una cita veterinaria para Lilly hoy,set_reminder
Cancela mi recordatorio para comprar en la bodega,cancel_reminder
pon la alarma para las 6pm esta noche,set_alarm
Cancela todos los recordatorios,cancel_reminder
Borra mis recordatorios para mañana,cancel_reminder
¿Cuál es mi próximo recordatorio?,show_reminders
Recuerdame visitar el oculista el martes en la tarde,set_reminder
Recuerda la cita del dentista el martes,set_reminder
Recuerdame colocar la ropa en la secadora en media hora,set_reminder
Recuérdame cancelar mi alarma después,set_reminder
Recuerdame ver la luna llena esta noche,set_reminder
Borra mi recordatorio de la reunión del lunes,cancel_reminder
Recuerda las citas médica los lunes y los miércoles a las 11 am,set_reminder
Recuérdame de comprar una lata de frijoles mañana a las 5 pm,set_reminder
Cancela el recordatorio de mi cita en el odontólogo,cancel_reminder
Recuérdame de comprar pan en la tienda,set_reminder
Muestra todos los recordatorios para mañana,show_reminders
Recuerdame visitar el doctor el miércoles a la 1pm,set_reminder
Recuerdame de mi cita médica el próximo lunes,set_reminder
Recuerdame correr a las 5:15am,set_reminder
Crea un recordatorio para recoger a mi hija de la escuela,set_reminder
pon recordatorios de hora de acostarse,set_reminder
Recuérdame tomar la medicina en 3 horas.,set_reminder
Recuérdame de comprar huevos,set_reminder
Tengo algún recordatorio establecido?,show_reminders
Coloca un recordatorio para visitar a Anna la semana que viene,set_reminder
"Mañana a las 7pm, recuérdame de la reunión del lunes ",set_reminder
Elimina el recordatorio de recoger a Jason en el trabajo,cancel_reminder
Cuales son mis recordatorios hoy?,show_reminders
Recordatorios para hoy,show_reminders
Recuerdame alimentar mi gato a las 8 am,set_reminder
Cancela recordatorio para ir al centro comercial,cancel_reminder
Coloca un recordatorio para recoger la cena a las 5pm,set_reminder
Recuerdame comprar cereal mañana,set_reminder
Recuerdame los platos esta noche,set_reminder
Recuérdame de escribirle a Allysa mañana a las 4pm,set_reminder
Muéstrame los recordatorios de mañana,show_reminders
Recuérdame de escribirle un correo electrónico a mi jefe,set_reminder
Puse un recordatorio para ir la farmacia?,show_reminders
Muestra todos los recordatorios para la semana,show_reminders
Programa un recordatorio para la reunión de las 12:00,set_reminder
Muestra mi nuevo recordatorio,show_reminders
Recuerdame hacer ejercicios los jueves,set_reminder
Configurár un nuevo recordatorio para cepillarme los dientes todos los días,set_reminder
Muéstrame los recordatorios de la semana que viene,show_reminders
Establece un recordatorio del lunes a viernes a las 12 del mediodia preguntando si voy a almorzar hoy?,set_reminder
¿Qué recordatorios activos tengo?,show_reminders
Muestrame los recordatorios que tengo configurados para la próxima semana,show_reminders
Cancela el recordatorio de mi cita médica,cancel_reminder
Previsión del tiempo para mañana,find
Recuérdame de regar el césped hoy,set_reminder
Muestra mi recordatorio médico,show_reminders
Mañana recuérdame varias veces ir a comrpar café para la oficina,set_reminder
Recuerdame llamar a la niñera a las 3pm,set_reminder
Cancela el recordatorio de hoy,cancel_reminder
Recuérdame de limpiar mi carro hoy,set_reminder
Coloca un recordatorio para la reunión en la escuela mañana en la noche,set_reminder
Recuerdame recoger pan en la via a mi casa,set_reminder
Recuérdame de recoger vitaminas en Walgreens,set_reminder
Cancela el recordatorio de ordenar pizza mañana en la noche,cancel_reminder
Recuérdame a las 5pm de estirarme todas las noches,set_reminder
Recordamiento actual para hoy?,show_reminders
Borra los recordatorios de la cena,cancel_reminder
Recuérdame de sacar la basura el jueves,set_reminder
Cuál es mi recordatorio,show_reminders
Ir a los recordatorios del siguiente mes,show_reminders
Recuérdame sacar la carne del congelador,set_reminder
Tengo algun recordatorio de la bodega?,show_reminders
Recuérdame alimentar al bebé mañana a las 8am,set_reminder
Coloca un recordatorio a las 6am para una llamada de trabajo mañana,set_reminder
Muestra mis recordatorios,show_reminders
Borra mis recordatorios de esta semana,cancel_reminder
Muéstrame todos mis recordatorios,show_reminders
Establece un recordatorio antes de acostarse,set_reminder
Cancela mi recordatorio de llevar pan a la tienda esta noche,cancel_reminder
Recuérdame comprarle un regalo,set_reminder
Recuerdame de nuestra cita dental el viernes,set_reminder
Recuérdame llevar a Cooper al parque de perros el viernes en la tarde,set_reminder
Qué recordatorios hay para mañana,show_reminders
Borra todos los recordatorios,cancel_reminder
Recuerdame programar una cita en el veterinario,set_reminder
Recuérdame todos los días tomar mi medicina a las 7pm,set_reminder
Recuerdame sacar la torta despues de 20 minutos,set_reminder
Recuérdame traer el dvd conmigo el viernes,set_reminder
Establece un recordatorio para enviar un paquete por correo a mi mamá,set_reminder
Agrega recordatorio para detenernos en la farmacia en la mañana,set_reminder
Programa un recordatorio para la cita del doctor mañana,set_reminder
Recuerdame ir a la escuela cuando despierte,set_reminder
Cancela mi recordatorio para comprar leche de almedras,cancel_reminder
Borra el recordatorio de recoger leche,cancel_reminder
Programa un recordatorio para recoger harina en la bodega,set_reminder
Recuérdame mi próxima cita,set_reminder
Programa un recordatorio diario de el informe,set_reminder
Remueve mi recordatorio,cancel_reminder
Recuerdame decirle a mi jefe de mis próximas vacaciones,set_reminder
Borra todos mis recordatorios de mañana,cancel_reminder
Recuérdame comprar bolsas de basura,set_reminder
Muéstrame el recordatorio sobre la conferencia padre/profesor,show_reminders
Por favor borra todos mis recordatorios,cancel_reminder
Recuerdame cocinar la cena a las 6pm,set_reminder
Necesito un recordatorio para darle un baño al perro,set_reminder
Recuerdame que tengo que trabajar mañana,set_reminder
Borra el recordatorio de la cita del doctor,cancel_reminder
Recuérdame llamar a mi mamá mañana,set_reminder
Recuérdame comprar la comida del perro a las 4:30 pm,set_reminder
Recuerdame de comprar un regalo mañana,set_reminder
Desactitiva todas las alarmas y recordatorios,cancel_reminder
Muestrame mis recordatorios de la semana,show_reminders
Borra los recordatorios del 17 de agosto,cancel_reminder
Recuerdame revisar mi saldo bancario despues del almuerzo,set_reminder
Recuérdame llamar a mamá el sábado en la mañana,set_reminder
Recuérdame llamar y hacer una cita en el dentista,set_reminder
pon un recordatorio el lunes a las 11 para mi cita con el doctor,set_reminder
Programa un recordatorio para comprar las entradas del concierto para la próxima semana,set_reminder
Recuerdame llamar a mi mamá esta tarde,set_reminder
Recuérdame de comprar vitaminas hoy,set_reminder
"Tengo que visitar el doctor el martes, recuerdame",set_reminder
Recuérdame comprar más papel de copias,set_reminder
Recuérdame darle la medicina al cachorro,set_reminder
Recuérdame que compe pimienta,set_reminder
Recuérdame recoger flores para Jen por nuestro aniversario el 28,set_reminder
Recuérdame acerca del dentista el lunes a las 8,set_reminder
Recuérdame recoger a los niños a las 3 pm,set_reminder
Recuérdame comprar lechuga esta noche,set_reminder
Muestra mi recordatorio para hoy,show_reminders
¿Tengo algún recordatorio programado para hoy?,show_reminders
Recuérdame terminar mi proyecto a las 8.,set_reminder
Recuérdame revisar el registro de citas del bebé,set_reminder
Programa un recordatorio para darle la vitamina a los niños en la mañana,set_reminder
Recuerda llevar a esposo a casa,set_reminder
Programar un recordatorio para hacer ejercicio este fin de semana,set_reminder
Programa un recordatorio para las 10 am,set_reminder
Recuérdame comprar bananas y uvas en la tienda,set_reminder
Recuérdame recoger a Joanie en la vía al trabajo mañana,set_reminder
Recuérdame poner la ropa en la secadora,set_reminder
Borra el recordatorio del pago de renta,cancel_reminder
Muéstrame mis recordatorios para mañana,show_reminders
Recuérdame de pagar la luz el 28,set_reminder
¿Que recordatorios tengo para hoy?,show_reminders
Muéstrame mis recordatorios,show_reminders
Recuérdame las mañanas del día de pago para verificar la lista de tareas,set_reminder
Cancela todos los recordatorios para este fin de semana,cancel_reminder
Cancelar recordatorios,cancel_reminder
Programa un recordatorio para sacar la basura,set_reminder
Recordame llamar a mamá mañana,set_reminder
Haz un nuevo recordatorio mañana a las 1pm para ir al trabajo,set_reminder
Recuérdame en una semana cancelar mi suscripción,set_reminder
Recuérdame tomar la medicina todos los días a las 10:00 am,set_reminder
Recuérdame beber café en 5 minutos,set_reminder
Recuérdame comprar leche en camino del trabajo a la casa,set_reminder
Suspende los recordatorios del viernes,cancel_reminder
Programa recordatorio para recoger a los niños a las 4PM,set_reminder
Recuerda comprar huevos mañana,set_reminder
Limpia todos los recordatorios de hoy,cancel_reminder
Recuérdame recoger los lentes de contacto mañana,set_reminder
Recuérdame comprar queso en la bodega,set_reminder
Recuérdame llevar el perro al veterinario el miércoles a la 1pm,set_reminder
Recuérdame comer las sobras,set_reminder
Recuérdame comprar la pasta de dientes en la tienda mañana,set_reminder
¿Cuántos recordatorios tengo para hoy?,show_reminders
Recuérdame mañana a las 8:53am ir al mercado de productores,set_reminder
Recordarme comprar el gas esta noche,set_reminder
Mostrar los recordatorios,show_reminders
Recordame llamar al doctor,set_reminder
Recuérdame que me registre en la mañana cuando llegue al trabajo,set_reminder
Prográmame un recordatorio para enviar un cheque a Linda mañana,set_reminder
Recordatorio urgente antes del trabajo llamado cookies,set_reminder
Borra todos los recordatorios,cancel_reminder
Recuérdame comprar los huevos,set_reminder
Borra todos los recordatorios.,cancel_reminder
Cancela mi recordatorio para comprar pan en la panadería,cancel_reminder
Recuérdame comprar comida de gato esta tarde,set_reminder
Recuérdame que tengo una reunión el lunes a las 10 am.,set_reminder
¿Cuándo es el recordatorio para ir al Juego de Sox?,show_reminders
Muéstrame todos los recordatorios para esta semana.,show_reminders
Recuérdame que apague la rociadora en 30 minutos,set_reminder
Recuérdame programar mi próxima cita con el doctor,set_reminder
Recuérdame comprar los huevos en la tienda esta noche,set_reminder
Recuérdame poner el canal 5 a las 5,set_reminder
Borra el recordatorio de hoy,cancel_reminder
¿Tengo algún recordatorio para mañana?,show_reminders
Recuérdame comprar shampoo en la vía a casa,set_reminder
Recuérdame pagar la factura de la luz,set_reminder
¿Qué recordatorios hay para hoy?,show_reminders
Recuérdame parar por pan en vía a la casa,set_reminder
Cancela mi recordatorio de ir a correr,cancel_reminder
Prepara un recordatorio para apagar el aire acondicionado a las 10am,set_reminder
Coloca en una lista de mis recordatorios,show_reminders
Crea un recordatorio el 30 a las 3pm para enviar por correo la renta,set_reminder
Recuérdame revisar mi lista de tareas a las 3 pm,set_reminder
Muéstrame todos los recordatorios para hoy,show_reminders
Recuérdame preguntarle a Julie sobre Kyle,set_reminder
A las 10 am recuérdame revisar el horario de mi jefe,set_reminder
Prepara un recordatorio para llamar al dentista el 12 de agosto,set_reminder
Cancela el recordatorio de la cita de Ian el jueves,cancel_reminder
Recuérdame sobre mi cita en la peluquería el viernes,set_reminder
Me gustaría un recordatorio para mi desayuno con papá,set_reminder
Repite mi recordatorio toda la semana,set_reminder
Recuérdame comprar pan en la bodega hoy,set_reminder
Recuérdame 2 días antes mi próximo juego para ir a comprar bocadillos.,set_reminder
Recuérdame ir a comprar leche,set_reminder
Quiero un recordatorio para ir a comprar pimienta mañana,set_reminder
Cancela mi recordatorio para la cita de mi doctor,cancel_reminder
Recuérdame ir de compras a las 5:05 todos los jueves.,set_reminder
Recuérdame pagar la cuenta de mi teléfono,set_reminder
Borrar recoratorio,cancel_reminder
Recuérdame ir a la estación de gas a las 6pm para echar gasolina,set_reminder
Cancela todos mis recordatorios programados,cancel_reminder
Cuál es mi próximo recordatorio,show_reminders
Abre todos mis recordatorios,show_reminders
Recuérdame hacer una cita para mi hija en el dentista,set_reminder
Recuérdame parar en la tienda,set_reminder
Recuérdame conseguir direcciones,set_reminder
Recuérdame comprar agua mañana,set_reminder
Recuérdame pasear al perro a las 6pm,set_reminder
Cancela mi recordatorio para recoger al perro,cancel_reminder
Cancela mi recordatorio para comprar pan,cancel_reminder
Cancela mi recordatorio para preparar la carne,cancel_reminder
Prepara recordatorio para recoger pan en la tienda,set_reminder
Agrega mi visita dentista a mis recordatorios,set_reminder
Recuérdame beber agua cada 30 minutos como parte de mi dieta,set_reminder
Borra todos mis recordatorios,cancel_reminder
Recordatorio de citas médicas para el martes por la tarde,set_reminder
Recuérdame encontrarme con mi marido mañana en el almuerzo,set_reminder
Recuérdame recoger pizza,set_reminder
Borra todos mis recordatorios,cancel_reminder
¿Cuándo es el próximo recordatorio?,show_reminders
Repite el recordatorio todos los jueves,set_reminder
Recuérdame llamar a Gina a las 7 pm mañana,set_reminder
Prepara un recordatorio para las 5 pm,set_reminder
¿Cómo será el clima en Veteran Park a las 6:30 pm?,find
¿Cuál es la temperatura del domingo?,find
¿Va a estar soleado hoy?,find
¿Cuántas pulgadas de nieve tendremos mañana?,find
¿Cuál es el clima en la ciudad de  Nueva York a las 3 pm de mañana?,find
tormentas de polvo en Chandler,find
¿Estará soleado por la costa hoy?,find
debería llevar un paraguas,find
¿Se congelará este fin de semana en Tahoe?,find
¿Cuándo va a dejar de caer la nieve?,find
¿Hay una advertencia de monzón para Phoenix esta semana?,find
¿Qué tan caliente va a ser hoy?,find
¿cuál es el porcentaje de lluvia para este fin de semana,find
va a estar soleado hoy,find
¿Se supone que va a nevar este fin de semana?,find
¿Cuál va a ser la temperatura hoy?,find
¿Necesito un paraguas hoy?,find
¿Lloverá mañana en la ciudad de Nueva York?,find
Cual es la temperatura,find
¿Cuál es el pronóstico para la próxima semana en Newport Beach?,find
Muéstrame el radar del clima,find
¿Habrá granizo mañana?,find
¿Va a llover la próxima semana?,find
que tan frío va a ser,find
¿Cómo estará el clima la próxima semana?,find
Cuál es la previsión para la  próxima semana en Dallas,find
lluvia en Chandler hoy,find
Recuérdame 1 día antes de la cita del doctor,set_reminder
hace frío hoy?,find
¿Cuál va a ser la temperatura hoy?,find
¿Debería llevar un paraguas hoy?,find
¿Cuántas veces se espera que nieve esta semana en Dallas,find
cuando va a caer lluvia?,find
¿Va a llover el domingo?,find
¿Está demasiado caliente para usar un encapuchado?,find
