,id,text,predictions,prompt,output,questions,question
164,164,Why didn't my card payment work?,declined_card_payment;reverted_card_payment?,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: declined card payment Option 2: reverted card payment? Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: declined card payment Option 2: reverted card payment? Question: Option 1: declined card payment Option 2: reverted card payment? Question: I understand you had an issue with your card payment. Was it declined or reverted? **END** Option 1: declined card payment Option 2: revert,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: declined card payment Option 2: reverted card payment? ; I understand you had an issue with your card payment. Was it declined or reverted?,Option 1: declined card payment Option 2: reverted card payment?
165,165,"When I tried to transfer funds to my friend today I was unable to do so, why?",beneficiary_not_allowed;failed_transfer,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: beneficiary not allowed Option 2: failed transfer Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: beneficiary not allowed Option 2: failed transfer Question: I understand you are having issues with your transfer. Was the transfer failed or the beneficiary not allowed? **END** Set 4: Option 1: card expired Option 2: card not working Question: I understand you are having issues with your card,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you are having issues with your transfer. Was the transfer failed or the beneficiary not allowed? ; I understand you are having issues with your card,I understand you are having issues with your transfer. Was the transfer failed or the beneficiary not allowed?
166,166,I sent a payment but it isn't showing up in the app,card_payment_not_recognised;reverted_card_payment?,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: card payment not recognised Option 2: reverted card payment? Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: card payment not recognised Option 2: reverted card payment? Question: I understand you are having issues with your card payment. Was your payment not recognised or did it get reverted? **END** Set 4: Option 1: card payment failed Option 2: card payment not processed Question: I understand you are having,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you are having issues with your card payment. Was your payment not recognised or did it get reverted? ; I understand you are having,I understand you are having issues with your card payment. Was your payment not recognised or did it get reverted?
167,167,I was so embarrassed. Why didn't my payment clear?,declined_card_payment;reverted_card_payment?,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: declined card payment Option 2: reverted card payment? Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: declined card payment Option 2: reverted card payment? Question: Option 1: declined card payment Option 2: reverted card payment? Question: I understand you had an issue with your card payment. Was it declined or reverted? **END** Option 1: declined card payment Option 2: revert,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: declined card payment Option 2: reverted card payment? ; I understand you had an issue with your card payment. Was it declined or reverted?,Option 1: declined card payment Option 2: reverted card payment?
168,168,Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet.,pending_transfer;transfer_not_received_by_recipient,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: pending transfer Option 2: transfer not received by recipient Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: pending transfer Option 2: transfer not received by recipient Question: I understand you have a pending transfer. Is the transfer not received by the recipient or is it still pending? **END** Set 4: Option 1: transfer rejected Option 2: transfer cancelled Question: I understand you have a rejected or cancelled transfer,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you have a pending transfer. Is the transfer not received by the recipient or is it still pending? ; I understand you have a rejected or cancelled transfer,I understand you have a pending transfer. Is the transfer not received by the recipient or is it still pending?
169,169,What is the handling fee for transfer?,top_up_by_bank_transfer_charge;transfer_fee_charged,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: top up by bank transfer charge Option 2: transfer fee charged Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: top up by bank transfer charge Option 2: transfer fee charged Question: Option 1: I understand you have a charge for your top up. Was it a transfer fee or a bank charge? **END** Option 2: I understand you have a charge for your top up. Was it a transfer fee or a bank charge? **END** Option,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: I understand you have a charge for your top up. Was it a transfer fee or a bank charge?,Option 1: I understand you have a charge for your top up. Was it a transfer fee or a bank charge?
170,170,Where is my top-up generated from?,pending_top_up;topping_up_by_card,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: pending top up Option 2: topping up by card Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: pending top up Option 2: topping up by card Question: I understand you are trying to top up your account. Are you topping up by card or is it pending? **END** Set 4: Option 1: card expired Option 2: card blocked Question: I understand your card has expired or been blocked,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you are trying to top up your account. Are you topping up by card or is it pending? ; I understand your card has expired or been blocked,I understand you are trying to top up your account. Are you topping up by card or is it pending?
171,171,The app won't let me top up my account,top_up_failed;top_up_reverted;topping_up_by_card,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: top up failed Option 2: top up reverted Option 3: topping up by card Question:","Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: top up failed Option 2: top up reverted Option 3: topping up by card Question: I understand you are having issues with your top up. Was your top up failed, reverted or done by card? **END** Set 4: Option 1: card expired Option 2:","I understand this was about you card. Was is swallowed, not working or stolen? ; I see you are having issues with your transfer. Was your transfer failed, declined or pending? ; I understand you are having issues with your top up. Was your top up failed, reverted or done by card?","I understand you are having issues with your top up. Was your top up failed, reverted or done by card?"
172,172,Will a transfer incur a fee?,top_up_by_bank_transfer_charge;transfer_fee_charged,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: top up by bank transfer charge Option 2: transfer fee charged Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: top up by bank transfer charge Option 2: transfer fee charged Question: Option 1: I understand you have a charge for your top up. Was it a transfer fee or a bank charge? **END** Option 2: I understand you have a charge for your top up. Was it a transfer fee or a bank charge? **END** Option,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: I understand you have a charge for your top up. Was it a transfer fee or a bank charge?,Option 1: I understand you have a charge for your top up. Was it a transfer fee or a bank charge?
173,173,"When I travel, what will it cost to switch for my currency?",automatic_top_up;top_up_by_bank_transfer_charge,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: automatic top up Option 2: top up by bank transfer charge Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: automatic top up Option 2: top up by bank transfer charge Question: Option 1: I understand you have an automatic top up. Is this chargeable or not? **END** Option 2: I understand you have a top up by bank transfer charge. Is this chargeable or not? **END** Option 3: I understand you have a,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: I understand you have an automatic top up. Is this chargeable or not?,Option 1: I understand you have an automatic top up. Is this chargeable or not?
174,174,My product was faulty.,cancel_transfer;card_payment_not_recognised;compromised_card;request_refund,,,,
175,175,Has there been any activity on my card today?,card_arrival;card_not_working;compromised_card,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: card arrival Option 2: card not working Option 3: compromised card Question:","Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: card arrival Option 2: card not working Option 3: compromised card Question: Option 1: I understand your card has arrived. Is it not working or compromised? **END** Option 2: I understand your card has not arrived yet. Is it working or compromised? **END**","I understand this was about you card. Was is swallowed, not working or stolen? ; I see you are having issues with your transfer. Was your transfer failed, declined or pending? ; Option 1: I understand your card has arrived. Is it not working or compromised?",Option 1: I understand your card has arrived. Is it not working or compromised?
176,176,which identity details are required,verify_my_identity;why_verify_identity,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: verify my identity Option 2: why verify identity Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: verify my identity Option 2: why verify identity Question: I need to verify your identity. Why is this necessary? **END** Set 4: Option 1: card expired Option 2: card not accepted Question: I understand your card has expired. Is it not accepted or has expired? **END**,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I need to verify your identity. Why is this necessary? ; I understand your card has expired. Is it not accepted or has expired?,I need to verify your identity. Why is this necessary?
177,177,I tried to get cash out of the ATM but it is taking too long,declined_cash_withdrawal;pending_cash_withdrawal,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: declined cash withdrawal Option 2: pending cash withdrawal Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: declined cash withdrawal Option 2: pending cash withdrawal Question: I understand you are trying to withdraw cash. Was your withdrawal declined or pending? **END** Set 4: Option 1: card expired Option 2: card blocked Question: I understand your card has expired or been blocked,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you are trying to withdraw cash. Was your withdrawal declined or pending? ; I understand your card has expired or been blocked,I understand you are trying to withdraw cash. Was your withdrawal declined or pending?
178,178,"I am a new customer, and I happened to look at my app and there is a charge I am not familiar with. Could you tell me why the extra charge is there?",card_payment_fee_charged;extra_charge_on_statement;transfer_fee_charged,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: card payment fee charged Option 2: extra charge on statement Option 3: transfer fee charged Question:","Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: card payment fee charged Option 2: extra charge on statement Option 3: transfer fee charged Question: I understand you are having issues with your card. Was there an extra charge on your statement, a transfer fee charged or a payment fee charged? **END** Set 4: Option 1: card payment blocked Option","I understand this was about you card. Was is swallowed, not working or stolen? ; I see you are having issues with your transfer. Was your transfer failed, declined or pending? ; I understand you are having issues with your card. Was there an extra charge on your statement, a transfer fee charged or a payment fee charged?","I understand you are having issues with your card. Was there an extra charge on your statement, a transfer fee charged or a payment fee charged?"
179,179,Is a physical charge extra,card_payment_fee_charged;transfer_fee_charged,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: card payment fee charged Option 2: transfer fee charged Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: card payment fee charged Option 2: transfer fee charged Question: I understand you are facing issues with your card payment or transfer. Was your card payment fee charged or transfer fee charged? **END** Set 4: Option 1: card payment blocked Option 2: transfer blocked Question: I understand you are facing issues with your card payment,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you are facing issues with your card payment or transfer. Was your card payment fee charged or transfer fee charged? ; I understand you are facing issues with your card payment,I understand you are facing issues with your card payment or transfer. Was your card payment fee charged or transfer fee charged?
180,180,You accepts my card?,card_acceptance;supported_cards_and_currencies,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: card acceptance Option 2: supported cards and currencies Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: card acceptance Option 2: supported cards and currencies Question: I understand you are having issues with your card. Is it not accepted or is it supported by the store? **END** Set 4: Option 1: card expiration Option 2: card not expired Question: I understand your card is expired.,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you are having issues with your card. Is it not accepted or is it supported by the store? ; I understand your card is expired.,I understand you are having issues with your card. Is it not accepted or is it supported by the store?
181,181,how much does it cost to add money,top_up_by_bank_transfer_charge;top_up_by_card_charge,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: top up by bank transfer charge Option 2: top up by card charge Question:,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: top up by bank transfer charge Option 2: top up by card charge Question: Option 1: I'm sorry, I didn't understand your message. Could you please repeat it? Option 2: I'm sorry, I didn't understand your message. Could you please repeat it? Option 3: I'm sorry, I didn't understand","I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: I'm sorry, I didn't understand your message. Could you please repeat it? Option 2: I'm sorry, I didn't understand your message. Could you please repeat it? Option 3: I'm sorry, I didn't understand","Option 1: I'm sorry, I didn't understand your message. Could you please repeat it? Option 2: I'm sorry, I didn't understand your message. Could you please repeat it? Option 3: I'm sorry, I didn't understand"
182,182,"To add money to my account, what currencies can I use?",fiat_currency_support;supported_cards_and_currencies,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: fiat currency support Option 2: supported cards and currencies Question:,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: fiat currency support Option 2: supported cards and currencies Question: Option 1: I'm sorry, I didn't understand your question. Could you please repeat it? Option 2: I'm sorry, I didn't understand your question. Could you please repeat it? Option 3: I'm sorry, I didn'","I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: I'm sorry, I didn't understand your question. Could you please repeat it? Option 2: I'm sorry, I didn't understand your question. Could you please repeat it? Option 3: I'm sorry, I didn'","Option 1: I'm sorry, I didn't understand your question. Could you please repeat it? Option 2: I'm sorry, I didn't understand your question. Could you please repeat it? Option 3: I'm sorry, I didn'"
183,183,"Why are all my transfers failing? I have the details right and they won't complete. I've been trying all day and they still won't go through, this is URGENT, please help.",declined_transfer;failed_transfer,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: declined transfer Option 2: failed transfer Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: declined transfer Option 2: failed transfer Question: I understand this was about your transfer. Was your transfer failed or declined? **END**,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand this was about your transfer. Was your transfer failed or declined?,I understand this was about your transfer. Was your transfer failed or declined?
184,184,How long until my new card gets here?,card_arrival;card_delivery_estimate,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: card arrival Option 2: card delivery estimate Question:,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: card arrival Option 2: card delivery estimate Question: I'm sorry, I didn't understand your question. Could you please repeat it? **END** Option 1: card expiration Option 2: card expiration date Question: I'm sorry, I didn't understand your question. Could you please repeat it?","I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I'm sorry, I didn't understand your question. Could you please repeat it? ; I'm sorry, I didn't understand your question. Could you please repeat it?","I'm sorry, I didn't understand your question. Could you please repeat it?"
185,185,The money is still in my account even though I already paid -- I don't understand what happened.,balance_not_updated_after_cheque_or_cash_deposit;pending_card_payment;reverted_card_payment?,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: balance not updated after cheque or cash deposit Option 2: pending card payment Option 3: reverted card payment? Question:","Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: balance not updated after cheque or cash deposit Option 2: pending card payment Option 3: reverted card payment? Question: I understand you are having issues with your card payment. Was your payment reverted, pending or not updated after cheque or cash deposit? **END** Set 4: Option 1","I understand this was about you card. Was is swallowed, not working or stolen? ; I see you are having issues with your transfer. Was your transfer failed, declined or pending? ; I understand you are having issues with your card payment. Was your payment reverted, pending or not updated after cheque or cash deposit?","I understand you are having issues with your card payment. Was your payment reverted, pending or not updated after cheque or cash deposit?"
186,186,are you sending me my card?,card_arrival;card_delivery_estimate,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: card arrival Option 2: card delivery estimate Question:,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: card arrival Option 2: card delivery estimate Question: I'm sorry, I didn't understand your question. Could you please repeat it? **END** Option 1: card expiration Option 2: card expiration date Question: I'm sorry, I didn't understand your question. Could you please repeat it?","I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I'm sorry, I didn't understand your question. Could you please repeat it? ; I'm sorry, I didn't understand your question. Could you please repeat it?","I'm sorry, I didn't understand your question. Could you please repeat it?"
187,187,Can I still use the app if I switched phones?,edit_personal_details;lost_or_stolen_phone,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: edit personal details Option 2: lost or stolen phone Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: edit personal details Option 2: lost or stolen phone Question: Option 1: I need to update my personal details Option 2: I need to report my phone as lost or stolen Question: **END** Set 4: Option 1: I need to update my personal details Option 2: I need to report,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: I need to update my personal details Option 2: I need to report my phone as lost or stolen ;,Option 1: I need to update my personal details Option 2: I need to report my phone as lost or stolen
188,188,There is unexpected money in my account.,balance_not_updated_after_cheque_or_cash_deposit;cash_withdrawal_not_recognised,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: balance not updated after cheque or cash deposit Option 2: cash withdrawal not recognised Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: balance not updated after cheque or cash deposit Option 2: cash withdrawal not recognised Question: I apologize for the confusion. I will make sure to clarify the options for you. Option 1: declined cheque deposit Option 2: cash deposit not recognised Question: I understand you are having issues with your cheque depos,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I apologize for the confusion. I will make sure to clarify the options for you. Option 1: declined cheque deposit Option 2: cash deposit not recognised ; I understand you are having issues with your cheque depos,I apologize for the confusion. I will make sure to clarify the options for you. Option 1: declined cheque deposit Option 2: cash deposit not recognised
